Name,Sex,Year,Count
KATHLEEN,Female,1979,54
KAY,Female,1963,54
KELLIE,Female,1985,54
KELSEY,Female,1995,54
KIARA,Female,2002,54
KIERAN,Male,1988,54
KIM,Female,1982,54
LEAH,Female,2005,54
LESLEY,Female,1960,54
LESLIE,Male,1970,54
LOUISE,Female,1986,54
LUCAS,Male,1997,54
LUCY,Female,1995,54
MAKAYLA,Female,2005,54
MARTIN,Male,1976,54
MATTHEW,Male,1961,54
MAX,Male,1994,54
MEGAN,Female,2001,54
MELINDA,Female,1982,54
MIKAELA,Female,1997,54
MOLLY,Female,1998,54
MONIQUE,Female,1992,54
MONIQUE,Female,1994,54
MONIQUE,Female,2002,54
MORGAN,Female,1994,54
NAOMI,Female,1977,54
NAOMI,Female,1989,54
NARELLE,Female,1964,54
PATRICK,Male,1976,54
PHILIP,Male,1970,54
PIPER,Female,2001,54
RACHAEL,Female,2000,54
RAYMOND,Male,1983,54
RHONDA,Female,1965,54
RICHARD,Male,1992,54
ROBYN,Female,1974,54
ROSS,Male,1982,54
RYAN,Male,1974,54
SALLY,Female,1985,54
SALLY,Female,1986,54
SEAN,Male,1965,54
SEBASTIAN,Male,2000,54
SHAUN,Male,1966,54
SONYA,Female,1968,54
STACEY,Female,1971,54
STUART,Male,1978,54
TANYA,Female,1986,54
TARA,Female,2005,54
TEGAN,Female,1997,54
TERENCE,Male,1960,54
TERENCE,Male,1961,54
TIFFANY,Female,1998,54
TODD,Male,1987,54
TROY,Male,1966,54
WADE,Male,1972,54
WENDY,Female,1977,54
XAVIER,Male,2004,54
AIDAN,Male,1993,53
AIDEN,Male,1997,53
ALEXANDER,Male,1982,53
ALISON,Female,1977,53
ALLAN,Male,1973,53
ALLAN,Male,1977,53
ALYCE,Female,1986,53
ANDREA,Female,1961,53
ANDREA,Female,1979,53
ANGELA,Female,1960,53
ANGUS,Male,1993,53
ANN,Female,1970,53
ANNA,Female,2004,53
ANNE,Female,1974,53
ASHLEE,Female,1988,53
ASHLEE,Female,1990,53
ASHLEE,Female,1993,53
ASHLEY,Female,1998,53
BEN,Male,1977,53
BEN,Male,1993,53
BETHANY,Female,1999,53
BEVERLEY,Female,1961,53
BRIAN,Male,1983,53
BRIDGET,Female,1995,53
BRONWYN,Female,1967,53
BRUCE,Male,1974,53
CARL,Male,1984,53
CARLY,Female,1980,53
CARLY,Female,1994,53
CARMEL,Female,1962,53
CAROL,Female,1967,53
CATHERINE,Female,1993,53
CHANTELLE,Female,1991,53
CHANTELLE,Female,1992,53
CHARLIE,Male,2003,53
CHRISTIAN,Male,1980,53
CHRISTIAN,Male,2000,53
CHRISTIAN,Male,2002,53
COLIN,Male,1983,53
DAKOTA,Female,2005,53
DALE,Male,1962,53
DALE,Male,1973,53
DALE,Male,1989,53
DANIELLE,Female,2000,53
DEBBIE,Female,1965,53
DOMINIC,Male,2001,53
DONALD,Male,1966,53
EDWARD,Male,1990,53
EDWARD,Male,1997,53
ELIZA,Female,2000,53
ELLEN,Female,1990,53
GAYLE,Female,1961,53
GEMMA,Female,2005,53
GEOFFREY,Male,1981,53
GEOFFREY,Male,1983,53
GLENN,Male,1984,53
GRACE,Female,1990,53
GRAHAM,Male,1975,53
GRANT,Male,1963,53
HAMISH,Male,2003,53
HELEN,Female,1983,53
HOLLY,Female,1988,53
ISABELLA,Female,1993,53
ISABELLE,Female,1999,53
JACINTA,Female,1996,53
JACKSON,Male,1991,53
JADE,Female,1979,53
JAMIE,Male,2000,53
JARED,Male,1997,53
JARED,Male,1999,53
JASON,Male,2003,53
JAY,Male,1996,53
JEREMY,Male,1979,53
JEREMY,Male,2003,53
JO-ANNE,Female,1964,53
JODI,Female,1973,53
JODI,Female,1974,53
JODY,Female,1974,53
KATHLEEN,Female,1978,53
KATIE,Female,2005,53
KELLY,Female,1967,53
KENNETH,Male,1976,53
KENNETH,Male,1977,53
KERRY,Female,1976,53
KEVIN,Male,1980,53
KEVIN,Male,1984,53
KEVIN,Male,1986,53
KIERAN,Male,1990,53
KIRSTY,Female,1984,53
KIRSTY,Female,1985,53
KYE,Male,2003,53
KYLIE,Female,1965,53
KYM,Female,1980,53
LEANNE,Female,1983,53
LEE,Male,1985,53
LEE,Male,1987,53
LEISA,Female,1970,53
LESLIE,Male,1964,53
LOUISE,Female,1960,53
LOUISE,Female,1988,53
LOUISE,Female,1990,53
MADELINE,Female,2005,53
MADISON,Female,1993,53
MALCOLM,Male,1973,53
MAREE,Female,1972,53
MARTIN,Male,1964,53
MELINDA,Female,1969,53
MELINDA,Female,1985,53
MICHEAL,Male,1965,53
MICHEAL,Male,1975,53
MONIQUE,Female,1991,53
MURRAY,Male,1962,53
NATALIE,Female,1966,53
NATALIE,Female,1997,53
NICHOLAS,Male,1968,53
NIGEL,Male,1971,53
OLIVER,Male,1994,53
PATRICIA,Female,1981,53
PATRICK,Male,1971,53
PAUL,Male,1993,53
PETA,Female,1982,53
PETA,Female,1983,53
PHILLIP,Male,1991,53
RACHAEL,Female,1979,53
RHIANNON,Female,1990,53
ROBYN,Female,1977,53
ROSEMARY,Female,1960,53
RUSSELL,Male,1980,53
SAMANTHA,Female,1967,53
SEBASTIAN,Male,2001,53
SETH,Male,2000,53
SHANNON,Male,1985,53
SHAUN,Male,1997,53
SIMONE,Female,1978,53
SIMONE,Female,1986,53
SKYE,Female,2000,53
STEPHANIE,Female,1982,53
STEPHEN,Male,1995,53
STUART,Male,1966,53
STUART,Male,1981,53
TAMMY,Female,1980,53
TAMMY,Female,1982,53
TANYA,Female,1987,53
TERESA,Female,1969,53
TERESA,Female,1970,53
TERRY,Male,1970,53
TIFFANY,Female,1987,53
TIFFANY,Female,1997,53
TINA,Female,1967,53
TINA,Female,1980,53
TRACY,Female,1978,53
WADE,Male,1982,53
WADE,Male,1991,53
WARREN,Male,1974,53
WARREN,Male,1975,53
ABBY,Female,2002,52
ANGELA,Female,1994,52
ASHLEE,Female,1996,52
ASHLEY,Male,2000,52
BEAU,Male,1991,52
BERNADETTE,Female,1968,52
BETHANY,Female,2003,52
BETHANY,Female,2005,52
BRONWYN,Female,1974,52
CAITLYN,Female,2000,52
CARLA,Female,1984,52
CARLY,Female,1985,52
CARLY,Female,1986,52
CARMEL,Female,1960,52
CAROL,Female,1968,52
CLAUDIA,Female,2002,52
DEBBIE,Female,1968,52
DIANNE,Female,1968,52
DOUGLAS,Male,1965,52
EMMA,Female,1973,52
ETHAN,Male,1990,52
GARRY,Male,1965,52
GAVIN,Male,1986,52
GEORGE,Male,1962,52
GEORGE,Male,1969,52
GRANT,Male,1964,52
JACOB,Male,1981,52
JACQUELINE,Female,1960,52
JANE,Female,1977,52
JANE,Female,1981,52
JANETTE,Female,1961,52
JANINE,Female,1970,52
JARED,Male,1994,52
JARROD,Male,1992,52
JENNA,Female,1991,52
JENNIFER,Female,1996,52
JEREMY,Male,1980,52
JORDAN,Female,1999,52
KAREN,Female,1983,52
KAREN,Female,1984,52
KATHLEEN,Female,1983,52
KAYLA,Female,1985,52
KIMBERLEY,Female,1997,52
KIRSTEN,Female,1976,52
KRYSTLE,Female,1986,52
KURT,Male,1995,52
KYM,Female,1979,52
LEAH,Female,1988,52
LEISA,Female,1973,52
LILLIAN,Female,2003,52
MADELEINE,Female,2001,52
MADELEINE,Female,2003,52
MARTIN,Male,1978,52
MARTIN,Male,1983,52
MATHEW,Male,1981,52
MATHEW,Male,1988,52
MATHEW,Male,1994,52
MICHEAL,Male,1980,52
MICHELLE,Female,1998,52
MONIQUE,Female,1989,52
MONIQUE,Female,1999,52
NAOMI,Female,1990,52
NIKITA,Female,2001,52
NOAH,Male,1999,52
PATRICIA,Female,1979,52
PHOEBE,Female,1998,52
PHOEBE,Female,1999,52
RACHEL,Female,2005,52
RAYMOND,Male,1979,52
RAYMOND,Male,1986,52
RHIANNON,Female,1999,52
RICKY,Male,1969,52
SALLY,Female,1976,52
SAM,Male,2000,52
SARAH,Female,1970,52
SHANNON,Female,1976,52
SIMONE,Female,1977,52
SKYE,Female,1989,52
SONIA,Female,1975,52
SONYA,Female,1974,52
SOPHIA,Female,2000,52
STEVEN,Male,1998,52
STUART,Male,1964,52
SUSAN,Female,1984,52
TAYLOR,Male,1991,52
TERESA,Female,1974,52
TERRENCE,Male,1963,52
TIA,Female,1997,52
TIFFANY,Female,2000,52
TODD,Male,1977,52
TRACY,Female,1961,52
TRAVIS,Male,2003,52
TROY,Male,1995,52
TYSON,Male,1993,52
WADE,Male,1973,52
WENDY,Female,1978,52
ALICE,Female,1994,51
ALISON,Female,1980,51
ALLISON,Female,1968,51
ANN,Female,1971,51
ANN,Female,1972,51
ANNA,Female,1972,51
ANNETTE,Female,1975,51
ASHLEY,Female,1997,51
ASHLEY,Male,1975,51
ASHLEY,Male,2002,51
BEN,Male,1990,51
BEN,Male,1994,51
BEN,Male,1999,51
BEN,Male,2003,51
BERNADETTE,Female,1960,51
BETHANY,Female,1998,51
BIANCA,Female,1983,51
BRAYDEN,Male,1995,51
CAITLYN,Female,1997,51
CARLA,Female,1983,51
CASEY,Female,1998,51
CHARLES,Male,1991,51
CHARLOTTE,Female,1997,51
CHERYL,Female,1973,51
CHRISTINE,Female,1987,51
CLINT,Male,1981,51
CODY,Male,1990,51
CRYSTAL,Female,1996,51
DANIELLE,Female,1969,51
DONALD,Male,1967,51
DOUGLAS,Male,1973,51
DYLAN,Male,1988,51
EBONY,Female,1997,51
ELIJAH,Male,2000,51
ELLIE,Female,2001,51
GEMMA,Female,1986,51
GEORGINA,Female,1997,51
GRANT,Male,1987,51
HELEN,Female,1980,51
ISABELLE,Female,2001,51
JACINTA,Female,1994,51
JACQUELINE,Female,1987,51
JACQUELINE,Female,1994,51
JAMIE,Male,1999,51
JAN,Female,1960,51
JANINE,Female,1969,51
JARED,Male,1986,51
JARED,Male,2002,51
JARROD,Male,2002,51
JASMINE,Female,1983,51
JAY,Male,1986,51
JAY,Male,1997,51
JEMMA,Female,2003,51
JEREMY,Male,2002,51
JESSIE,Female,1993,51
JODI,Female,1980,51
JORDAN,Female,2000,51
KAITLYN,Female,1991,51
KATHERINE,Female,1961,51
KATHERINE,Female,1995,51
KATHLEEN,Female,1974,51
KEITH,Male,1970,51
KERRY,Male,1962,51
KIRSTEN,Female,1973,51
KRISTY,Female,1991,51
KRYSTAL,Female,1988,51
KURT,Male,1990,51
LAURA,Female,1979,51
LEAH,Female,1987,51
LEONIE,Female,1969,51
LORRAINE,Female,1961,51
LUCAS,Male,2000,51
MADELINE,Female,2003,51
MARIA,Female,1973,51
MARTIN,Male,1965,51
MASON,Male,2001,51
MELISSA,Female,1966,51
MICHEAL,Male,1981,51
MIKAYLA,Female,2000,51
MORGAN,Female,1996,51
NAOMI,Female,1992,51
NIGEL,Male,1976,51
PARIS,Female,2001,51
PAULINE,Female,1971,51
PETER,Male,1999,51
PHILIP,Male,1983,51
REBEKAH,Female,1994,51
RHIANNON,Female,1997,51
ROBYN,Female,1976,51
ROSEMARY,Female,1961,51
ROSEMARY,Female,1963,51
ROSS,Male,1974,51
ROSS,Male,1976,51
SALLY,Female,1974,51
SALLY,Female,1983,51
SAMUEL,Male,1977,51
SHANNON,Male,1980,51
SIMONE,Female,1970,51
SKYE,Female,1990,51
STUART,Male,1969,51
TERESA,Female,1967,51
TIANA,Female,2001,51
TOBY,Male,2003,51
TORI,Female,1993,51
TRENT,Male,2000,51
TRENT,Male,2001,51
WADE,Male,1974,51
ABBEY,Female,1997,50
ADRIAN,Male,1994,50
AIDEN,Male,1996,50
ALANA,Female,1999,50
ALICIA,Female,2002,50
ALISON,Female,1985,50
AMBER,Female,1983,50
ANGELA,Female,1995,50
ANN,Female,1968,50
ANNA,Female,1968,50
ANNA,Female,1969,50
ANNA,Female,1971,50
ANNE,Female,1973,50
ASHLEE,Female,1989,50
ASHLEE,Female,1999,50
ASHLEY,Female,1991,50
ASHLEY,Female,1995,50
ASHLEY,Male,2001,50
BERNADETTE,Female,1962,50
BIANCA,Female,1986,50
BRENDA,Female,1961,50
BRENDA,Female,1965,50
BRENT,Male,1981,50
BRENT,Male,1992,50
BRENTON,Male,1992,50
BRETT,Male,1991,50
CARLY,Female,1987,50
CAROLYN,Female,1972,50
CASEY,Female,1981,50
CATHERINE,Female,1995,50
CHANTELLE,Female,1996,50
CHRISTINA,Female,1993,50
COLLEEN,Female,1967,50
DAMIAN,Male,1971,50
DANE,Male,1985,50
DANIELLE,Female,1970,50
DEBBIE,Female,1969,50
DENISE,Female,1967,50
DOMINIC,Male,1996,50
DONNA,Female,1981,50
DONNA,Female,1982,50
DOUGLAS,Male,1981,50
EBONY,Female,1993,50
ERIC,Male,1960,50
GEMMA,Female,1998,50
GEMMA,Female,2000,50
GEOFFREY,Male,1979,50
GRAEME,Male,1963,50
GRANT,Male,1960,50
HANNAH,Female,1983,50
IAN,Male,1987,50
IAN,Male,1988,50
ISAAC,Male,1993,50
JACINTA,Female,1992,50
JACINTA,Female,2003,50
JACQUELINE,Female,1988,50
JACQUELINE,Female,1993,50
JANICE,Female,1960,50
JEFFREY,Male,1984,50
JO-ANNE,Female,1961,50
JODY,Female,1972,50
JODY,Female,1976,50
JONATHAN,Male,1976,50
JONATHAN,Male,1979,50
JONATHON,Male,1987,50
JULIE,Female,1984,50
KELLY,Female,1995,50
KENNETH,Male,1980,50
LEAH,Female,1974,50
LEE,Male,1971,50
LESLIE,Male,1966,50
LINDA,Female,1980,50
LOGAN,Male,2000,50
MARTIN,Male,1982,50
MARTIN,Male,1988,50
MARY,Female,1971,50
MATHEW,Male,1983,50
MELINDA,Female,1983,50
MICHEAL,Male,1976,50
MICHELLE,Female,1996,50
MORGAN,Female,1997,50
MORGAN,Female,2000,50
NAOMI,Female,1976,50
NAOMI,Female,1993,50
NEIL,Male,1973,50
NEVILLE,Male,1964,50
NEVILLE,Male,1965,50
PATRICIA,Female,1982,50
PETER,Male,2000,50
PHILLIP,Male,1990,50
RHIANNON,Female,1989,50
ROBERT,Male,2001,50
RONALD,Male,1972,50
SALLY,Female,1987,50
SAVANNAH,Female,2005,50
SHANNON,Female,1975,50
SHARYN,Female,1964,50
SIENNA,Female,2004,50
SIMONE,Female,1988,50
SKYE,Female,1997,50
SKYE,Female,2004,50
STUART,Male,1983,50
SUSAN,Female,1985,50
TAHLIA,Female,1992,50
TERRENCE,Male,1961,50
TERRY,Male,1976,50
TODD,Male,1982,50
TODD,Male,1983,50
TODD,Male,1985,50
TODD,Male,1986,50
TROY,Male,1993,50
VANESSA,Female,1990,50
VICKI,Female,1975,50
WADE,Male,1976,50
WADE,Male,1978,50
ZARA,Female,2005,50
ALANA,Female,1990,49
ALANA,Female,1992,49
ALEXANDRA,Female,1985,49
ALEXANDRA,Female,1986,49
ALICE,Female,1990,49
ALLAN,Male,1976,49
ALLAN,Male,1980,49
AMELIA,Female,1995,49
ANITA,Female,1985,49
ANN,Female,1969,49
ASHLEY,Male,1968,49
BETHANY,Female,2000,49
BREANNA,Female,2003,49
BRENDA,Female,1969,49
BRENDAN,Male,1965,49
BRENDON,Male,1984,49
BRENT,Male,1986,49
BRIAN,Male,1982,49
BRIDGET,Female,1994,49
BRIDGET,Female,1996,49
BROCK,Male,1995,49
CASEY,Female,1996,49
CHARLOTTE,Female,1992,49
CHARLOTTE,Female,1993,49
CHARLOTTE,Female,1996,49
CHRISTINA,Female,1990,49
CHRISTINE,Female,1990,49
CLAIRE,Female,1980,49
CLAUDIA,Female,1994,49
CLAYTON,Male,1976,49
CODY,Male,1992,49
CRAIG,Male,1991,49
DAMIAN,Male,1984,49
DAMIEN,Male,1995,49
DANIELLE,Female,2002,49
DARCY,Male,1998,49
DARREN,Male,1990,49
DEAN,Male,1999,49
DEBORAH,Female,1980,49
DEBRA,Female,1975,49
DENNIS,Male,1970,49
DESLEY,Female,1961,49
DIANE,Female,1969,49
DOMINIC,Male,2000,49
DOUGLAS,Male,1974,49
EDWARD,Male,1966,49
EMILY,Female,1979,49
GEMMA,Female,1990,49
GEOFFREY,Male,1977,49
GEORGE,Male,1970,49
GRAHAM,Male,1978,49
GRANT,Male,1965,49
HARRY,Male,1996,49
HAYLEY,Female,1980,49
HELEN,Female,1981,49
HOLLY,Female,1983,49
JANE,Female,1978,49
JANE,Female,1983,49
JAY,Male,1985,49
JAY,Male,1989,49
JESSIE,Female,1996,49
JO-ANNE,Female,1962,49
JODY,Female,1973,49
JOSEPH,Male,1967,49
JOSEPH,Male,1974,49
JOSHUA,Male,1974,49
KAITLYN,Female,2001,49
KAITLYN,Female,2005,49
KATHERINE,Female,1965,49
KATHLEEN,Female,1986,49
KATHLEEN,Female,1990,49
KAY,Female,1960,49
KAYLENE,Female,1963,49
KEITH,Male,1966,49
KEITH,Male,1969,49
KELSEY,Female,1991,49
KIARA,Female,2004,49
KIRSTEN,Female,1977,49
KURT,Male,1992,49
LEAH,Female,1975,49
LEAH,Female,1976,49
LEANNE,Female,1980,49
LILLIAN,Female,2002,49
LOUISE,Female,1992,49
MADELEINE,Female,2002,49
MAREE,Female,1969,49
MARGARET,Female,1972,49
MARIE,Female,1961,49
MARK,Male,1998,49
MARK,Male,1999,49
MARTIN,Male,1985,49
MATHEW,Male,1996,49
MELINDA,Female,1986,49
MIKAELA,Female,1999,49
MOLLY,Female,2003,49
MONIQUE,Female,2004,49
MURRAY,Male,1961,49
NAOMI,Female,1994,49
NATALIE,Female,2003,49
NICOLA,Female,1992,49
NICOLA,Female,1997,49
PATRICIA,Female,1978,49
PAUL,Male,1994,49
PHILIP,Male,1971,49
RAYMOND,Male,1978,49
RAYMOND,Male,1981,49
RHONDA,Female,1969,49
RUBY,Female,1999,49
RUTH,Female,1961,49
SAM,Male,2001,49
SAMUEL,Male,1980,49
SARA,Female,1988,49
SARA,Female,1989,49
SHARON,Female,1980,49
SHAUN,Male,1998,49
SIMONE,Female,1985,49
SIMONE,Female,1990,49
SIMONE,Female,1991,49
SKYE,Female,1999,49
SKYE,Female,2005,49
STACEY,Female,1995,49
STUART,Male,1985,49
SUZANNE,Female,1979,49
TERRY,Male,1961,49
TINA,Female,1981,49
TRENT,Male,1999,49
TYSON,Male,1989,49
VANESSA,Female,1986,49
VANESSA,Female,1989,49
WAYNE,Male,1985,49
ABIGAIL,Female,2000,48
ABIGAIL,Female,2002,48
ALAN,Male,1975,48
ALANA,Female,1998,48
ALICE,Female,1999,48
ALLAN,Male,1983,48
AMELIA,Female,1994,48
AMY,Female,1975,48
ANDREA,Female,1986,48
ANNA,Female,1973,48
BELINDA,Female,1967,48
BELINDA,Female,1968,48
BEN,Male,1976,48
BEN,Male,1995,48
BRENT,Male,1987,48
BRIDGET,Female,1997,48
BRODY,Male,2000,48
BRONWYN,Female,1963,48
CAITLIN,Female,1985,48
CALEB,Male,1995,48
CAMERON,Male,1960,48
CARMEL,Female,1965,48
CAROL,Female,1970,48
CASEY,Female,1987,48
CASEY,Female,1993,48
CASEY,Female,2003,48
CATHERINE,Female,1992,48
CHRISTINE,Female,1986,48
CLAUDIA,Female,2003,48
CLAYTON,Male,1983,48
COREY,Male,1983,48
CRYSTAL,Female,1995,48
CURTIS,Male,1996,48
DANA,Female,1995,48
DANA,Female,1996,48
DARREN,Male,1987,48
DARRYL,Male,1973,48
DARRYL,Male,1975,48
DENNIS,Male,1964,48
DEREK,Male,1974,48
DESLEY,Female,1963,48
DOMINIC,Male,1991,48
DOMINIC,Male,1992,48
DOUGLAS,Male,1967,48
DOUGLAS,Male,1982,48
DOUGLAS,Male,1983,48
ELIJAH,Male,2001,48
ELLIE,Female,2003,48
ERIC,Male,1962,48
FIONA,Female,1985,48
GARRY,Male,1968,48
GEMMA,Female,1984,48
GEORGE,Male,1963,48
GEORGE,Male,1972,48
GLENN,Male,1982,48
GORDON,Male,1962,48
GORDON,Male,1963,48
GRACE,Female,1989,48
GRAHAM,Male,1976,48
GRANT,Male,1961,48
HAMISH,Male,1997,48
HAYLEY,Female,1977,48
HEATHER,Female,1967,48
HELEN,Female,1984,48
HOLLY,Female,1985,48
JANE,Female,1980,48
JANET,Female,1967,48
JASON,Male,1964,48
JASON,Male,2001,48
JAY,Male,1987,48
JEFFREY,Male,1986,48
JENNIFER,Female,2001,48
JODI,Female,1977,48
JODI,Female,1979,48
JORDAN,Male,1986,48
JOSEPH,Male,1969,48
JUDITH,Female,1972,48
KALEB,Male,2001,48
KATHRYN,Female,1988,48
KEITH,Male,1972,48
KENNETH,Male,1979,48
KEVIN,Male,1987,48
KEVIN,Male,1993,48
LEAH,Female,1972,48
LORRAINE,Female,1960,48
LOUISE,Female,1996,48
LUKE,Male,1972,48
MADELEINE,Female,1991,48
MELANIE,Female,1995,48
MICHEAL,Male,1971,48
MICHEAL,Male,1977,48
MICHEAL,Male,1982,48
MONIQUE,Female,1987,48
NAOMI,Female,1974,48
NARELLE,Female,1968,48
NICOLA,Female,1991,48
NICOLE,Female,1965,48
PETA,Female,1970,48
RAYMOND,Male,1985,48
REBEKAH,Female,1990,48
RICHARD,Male,1994,48
RICKY,Male,1971,48
ROSEMARY,Female,1962,48
ROSLYN,Female,1966,48
RUSSELL,Male,1982,48
SALLY,Female,1975,48
SAMUEL,Male,1978,48
SHAUN,Male,1999,48
STUART,Male,1984,48
STUART,Male,1991,48
TAMIKA,Female,1997,48
TAMMY,Female,1983,48
TARA,Female,1998,48
TARA,Female,1999,48
TARA,Female,2001,48
TAYLOR,Male,1992,48
TAYLOR,Male,1996,48
TERENCE,Male,1963,48
TERESA,Female,1964,48
TERESA,Female,1968,48
THERESA,Female,1972,48
TIA,Female,2000,48
TRACEY,Female,1984,48
TRACY,Female,1960,48
TRACY,Female,1977,48
TRENT,Male,1975,48
TYSON,Male,1987,48
VICTORIA,Female,1990,48
WADE,Male,1987,48
WARREN,Male,1977,48
WENDY,Female,1980,48
ZANE,Male,1998,48
ADRIAN,Male,1965,47
ADRIAN,Male,1993,47
ALAN,Male,1976,47
ALANA,Female,2003,47
ALEXANDER,Male,1980,47
ALICIA,Female,1977,47
ALICIA,Female,1989,47
ALLAN,Male,1978,47
ANDREA,Female,1984,47
ANNA,Female,1964,47
ANNE,Female,1976,47
ASHLEE,Female,1991,47
ASHLEE,Female,1997,47
ASHLEY,Female,2002,47
ASHLEY,Male,1969,47
BARBARA,Female,1968,47
BARBARA,Female,1971,47
BARRY,Male,1973,47
BEAU,Male,1998,47
BEVERLEY,Female,1962,47
BIANCA,Female,2004,47
BRETT,Male,1992,47
BRODIE,Male,2001,47
BRONTE,Female,1994,47
BRONWYN,Female,1970,47
CARLA,Female,1982,47
CAROL,Female,1971,47
CASEY,Female,1995,47
CHARLES,Male,1960,47
CHARLI,Female,2004,47
CHELSEA,Female,1991,47
CHRISTIAN,Male,1986,47
CHRISTIAN,Male,1994,47
CHRISTINE,Female,1993,47
CLAYTON,Male,1975,47
COURTNEY,Female,1983,47
CRYSTAL,Female,1999,47
DALE,Male,1968,47
DAMIAN,Male,1983,47
DARREN,Male,1984,47
DEBBIE,Female,1970,47
DEBORAH,Female,1981,47
DESMOND,Male,1963,47
DOMINIC,Male,1994,47
EDWARD,Male,1968,47
ELIZA,Female,2005,47
ELLEN,Female,1994,47
FELICITY,Female,2002,47
GARY,Male,1977,47
GEORGE,Male,1964,47
GEORGE,Male,1967,47
GORDON,Male,1964,47
GRAEME,Male,1966,47
HARRY,Male,1995,47
HEATHER,Female,1966,47
HEIDI,Female,1974,47
ISABEL,Female,2004,47
JACINTA,Female,2001,47
JACQUELINE,Female,1981,47
JAKE,Male,1987,47
JANE,Female,1979,47
JANINE,Female,1965,47
JARED,Male,1983,47
JARED,Male,1998,47
JAY,Male,1992,47
JEMMA,Female,1997,47
JEMMA,Female,2002,47
JENNIFER,Female,1997,47
JO-ANNE,Female,1960,47
JODI,Female,1976,47
JONATHON,Male,1990,47
JORDAN,Female,1996,47
JORDAN,Male,1985,47
JULIA,Female,1999,47
KARL,Male,1986,47
KATELYN,Female,2002,47
KATHRYN,Female,1991,47
KATIE,Female,1977,47
KAY,Female,1962,47
KAYLA,Female,1986,47
KEITH,Male,1965,47
KELLI,Female,1972,47
KEVIN,Male,1992,47
KEVIN,Male,1994,47
KIMBERLEY,Female,1981,47
KIRSTY,Female,1973,47
LACHLAN,Male,1984,47
LEAH,Female,2001,47
LEESA,Female,1968,47
LESLIE,Male,1968,47
LILLIAN,Female,2004,47
LINDA,Female,1983,47
MAKAYLA,Female,2004,47
MALCOLM,Male,1969,47
MATHEW,Male,1976,47
MAX,Male,1996,47
MEGAN,Female,2002,47
MELINDA,Female,1987,47
MELISSA,Female,1998,47
MICHEAL,Male,1967,47
MICHELE,Female,1965,47
MICHELE,Female,1967,47
NAOMI,Female,1991,47
NAOMI,Female,1995,47
NARELLE,Female,1967,47
NATASHA,Female,2004,47
NOEL,Male,1964,47
NOEL,Male,1966,47
PAMELA,Female,1964,47
PATRICIA,Female,1985,47
PAUL,Male,1995,47
PAULINE,Female,1967,47
PETA,Female,1968,47
RICKY,Male,1964,47
ROBYN,Female,1984,47
RONALD,Male,1974,47
SALLY,Female,1988,47
SHANE,Male,1995,47
SHANNON,Female,2000,47
SKYE,Female,1992,47
SKYE,Female,1995,47
SKYE,Female,2003,47
SONIA,Female,1969,47
SONYA,Female,1975,47
STUART,Male,1986,47
TAMARA,Female,1997,47
TAMMY,Female,1984,47
TANIA,Female,1981,47
TERESA,Female,1963,47
TERRY,Male,1960,47
TERRY,Male,1971,47
TIA,Female,1999,47
TIA,Female,2003,47
TREVOR,Male,1982,47
TRISTAN,Male,1985,47
TROY,Male,1965,47
VICKI,Female,1973,47
VICTORIA,Female,1997,47
YVONNE,Female,1961,47
ZOE,Female,1983,47
AIMEE,Female,1990,46
ALANA,Female,1980,46
ALICE,Female,1989,46
ALICE,Female,1996,46
ALLAN,Male,1984,46
ALLISON,Female,1973,46
ALLISON,Female,1975,46
ALLISON,Female,1979,46
AMBER,Female,1985,46
ANGUS,Male,1994,46
ASHLEE,Female,1987,46
ASHLEE,Female,1998,46
ASHLEY,Female,1999,46
ASHLEY,Male,1960,46
AVA,Female,2003,46
BARBARA,Female,1969,46
BARBARA,Female,1972,46
BEAU,Male,1986,46
BERNADETTE,Female,1967,46
BRENDON,Male,1983,46
BRENTON,Male,1991,46
BRIDGET,Female,2003,46
CANDICE,Female,1991,46
CARLY,Female,1988,46
CAROLINE,Female,1964,46
CAROLINE,Female,1973,46
CAROLINE,Female,1976,46
CHARLES,Male,1990,46
CHERYL,Female,1972,46
CHLOE,Female,1985,46
CHRISTIAN,Male,1974,46
CHRISTIAN,Male,1997,46
CLAUDIA,Female,2005,46
COURTNEY,Female,2005,46
CRYSTAL,Female,1991,46
CRYSTAL,Female,1998,46
DAMIEN,Male,1994,46
DAMON,Male,1999,46
DARRIN,Male,1970,46
DARRYL,Male,1976,46
DEAN,Male,1965,46
DEBBIE,Female,1973,46
DEREK,Male,1971,46
DESLEY,Female,1960,46
DESMOND,Male,1961,46
DOMINIC,Male,1997,46
DOUGLAS,Male,1975,46
EDWARD,Male,1969,46
EDWARD,Male,1992,46
ELIJAH,Male,1998,46
ERIC,Male,1963,46
FELICITY,Female,2003,46
GARY,Male,1981,46
GEMMA,Female,1995,46
GEOFFREY,Male,1985,46
GEORGINA,Female,1996,46
HEIDI,Female,1982,46
ISABELLE,Female,1998,46
ISABELLE,Female,2003,46
JANELLE,Female,1977,46
JANICE,Female,1963,46
JANICE,Female,1965,46
JARED,Male,1982,46
JARED,Male,1984,46
JASON,Male,1999,46
JAY,Male,1993,46
JONATHAN,Male,1996,46
JULIA,Female,2001,46
JULIAN,Male,1994,46
KATELYN,Female,2003,46
KATELYN,Female,2004,46
KATHERINE,Female,1962,46
KATHERINE,Female,1966,46
KATHLEEN,Female,1981,46
KATIE,Female,1998,46
